售价,每平米,小区名称,所处区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,房屋用途,交易权属
440万,58589,松榆里,"朝阳,潘家园",3室1厅1厨1卫,低楼层 (共19层),75.1㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,已购公房
1480万,76804,鹿港嘉苑,"朝阳,望京",4室1厅1厨2卫,中楼层 (共22层),192.7㎡,平层,151.09㎡,板塔结合,东 南 北,钢混结构,精装,两梯三户,集中供暖,有,70年,房屋用途,商品房
615万,63850,望京新城,"朝阳,望京",3室1厅1厨1卫,高楼层 (共31层),96.32㎡,平层,76㎡,塔楼,东南,钢混结构,简装,三梯十二户,集中供暖,有,70年,房屋用途,商品房
870万,57563,柏林爱乐一期,"朝阳,常营",3室2厅1厨2卫,中楼层 (共8层),151.14㎡,平层,131.24㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
550万,56451,潘家园南里,"朝阳,潘家园",3室1厅1厨1卫,顶层 (共6层),97.43㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,已购公房
410万,70873,安华里社区,"朝阳,安贞",2室1厅1厨1卫,高楼层 (共6层),57.85㎡,平层,39.89㎡,板楼,东 西,混合结构,精装,一梯两户,集中供暖,无,70年,房屋用途,商品房
500万,60372,苹果派,"朝阳,常营",2室1厅1厨2卫,低楼层 (共11层),82.82㎡,平层,70.13㎡,板楼,南,钢混结构,精装,一梯五户,集中供暖,有,70年,房屋用途,商品房
740万,74824,惠新东街甲15号,"朝阳,惠新西街",3室1厅1厨1卫,中楼层 (共18层),98.9㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯七户,集中供暖,有,70年,房屋用途,已购公房
800万,54415,国际友谊花园,"朝阳,国展",2室2厅1厨2卫,中楼层 (共18层),147.02㎡,平层,114.46㎡,塔楼,西北,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,商品房
600万,70964,方丹苑,"朝阳,潘家园",2室1厅1厨1卫,高楼层 (共22层),84.55㎡,平层,69.5㎡,塔楼,西南,钢混结构,简装,三梯九户,集中供暖,有,70年,房屋用途,商品房
1100万,81670,望馨花园,"朝阳,望京",3室2厅1厨2卫,中楼层 (共5层),134.69㎡,平层,124.48㎡,板楼,南 北,钢混结构,其他,一梯两户,自供暖,无,70年,房屋用途,一类经济适用房
284万,50142,武圣东里,"朝阳,劲松",2室1厅1厨1卫,中楼层 (共5层),56.64㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯三户,集中供暖,无,70年,房屋用途,已购公房
695万,65809,北四环东路,"朝阳,亚运村",3室1厅1厨1卫,中楼层 (共20层),105.61㎡,平层,暂无数据,板塔结合,东 南 北,钢混结构,精装,两梯八户,集中供暖,有,70年,房屋用途,央产房
375万,61984,秀水园,"朝阳,甜水园",2室1厅1厨1卫,中楼层 (共14层),60.5㎡,平层,42.8㎡,板塔结合,南 北,钢混结构,简装,三梯两户,集中供暖,有,70年,房屋用途,央产房
880万,94038,融科橄榄城一期,"朝阳,望京",2室1厅1厨1卫,低楼层 (共28层),93.58㎡,平层,74.59㎡,板楼,南,钢混结构,简装,两梯三户,集中供暖,有,70年,房屋用途,商品房
990万,79118,慧谷金色家园,"朝阳,望京",3室2厅1厨2卫,中楼层 (共15层),125.13㎡,平层,104.2㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
735万,66995,白领家园,"朝阳,甘露园",2室1厅1厨1卫,中楼层 (共16层),109.71㎡,平层,88.32㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,房屋用途,商品房
1230万,66426,汇园公寓,"朝阳,亚运村",3室2厅1厨3卫,顶层 (共25层),185.17㎡,平层,185.17㎡,塔楼,东南,钢混结构,简装,两梯四户,集中供暖,有,70年,房屋用途,商品房
1180万,49647,建外SOHO,"朝阳,CBD",3室1厅1厨2卫,高楼层 (共28层),237.68㎡,平层,181.7㎡,塔楼,西南,钢混结构,简装,两梯三户,集中供暖,有,70年,房屋用途,商品房
2120万,98358,臻园,"朝阳,望京",4室2厅1厨3卫,中楼层 (共18层),215.54㎡,平层,183.31㎡,暂无数据,南 北,钢混结构,其他,两梯两户,集中供暖,有,70年,房屋用途,商品房
2650万,107375,泛海国际澜海园,"朝阳,朝阳公园",2室2厅1厨3卫,底层 (共18层),246.8㎡,平层,200.8㎡,板楼,南 北,钢混结构,精装,三梯两户,集中供暖,有,70年,房屋用途,商品房
1280万,52699,嘉和丽园,"朝阳,燕莎",3室2厅1厨2卫,中楼层 (共31层),242.89㎡,平层,169.83㎡,塔楼,东南,钢混结构,其他,两梯四户,集中供暖,有,70年,房屋用途,商品房
396万,40191,大黄庄东路,"朝阳,定福庄",2室1厅1厨1卫,高楼层 (共21层),98.53㎡,平层,78.62㎡,塔楼,西北,钢混结构,简装,三梯十户,集中供暖,有,70年,房屋用途,商品房
585万,58553,花家地南里,"朝阳,望京",2室1厅1厨1卫,中楼层 (共8层),99.91㎡,平层,84.55㎡,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,无,70年,房屋用途,商品房
580万,52046,利景名门,"朝阳,望京",2室2厅1厨1卫,中楼层 (共18层),111.44㎡,平层,84.12㎡,塔楼,西北,钢混结构,简装,两梯八户,自供暖,有,70年,房屋用途,私产
2700万,93982,金地国际花园,"朝阳,CBD",4室2厅1厨2卫,高楼层 (共33层),287.29㎡,平层,222.36㎡,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
1000万,55067,紫南家园,"朝阳,欢乐谷",4室2厅1厨2卫,高楼层 (共9层),181.6㎡,平层,154.24㎡,板塔结合,南 北,混合结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
2580万,166259,鸿坤花语墅,"朝阳,北工大",4室3厅1厨3卫,顶层 (共8层),155.18㎡,复式,126.62㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
910万,59003,奥林匹克花园四期,"朝阳,东坝",4室2厅1厨2卫,低楼层 (共10层),154.23㎡,平层,138.23㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
380万,59117,博雅国际,"朝阳,望京",1室0厅1厨1卫,中楼层 (共26层),64.28㎡,平层,45.05㎡,塔楼,西,钢混结构,精装,五梯二十三户,集中供暖,有,70年,房屋用途,商品房
285万,54808,福怡苑,"朝阳,定福庄",1室1厅1厨1卫,低楼层 (共7层),52㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,自供暖,无,70年,房屋用途,已购公房
255万,46499,恋日绿岛,"朝阳,十八里店",1室1厅1厨1卫,高楼层 (共16层),54.84㎡,平层,44㎡,塔楼,东北,钢混结构,简装,两梯六户,集中供暖,有,70年,房屋用途,商品房
508万,75193,夏都盈座,"朝阳,望京",1室1厅1厨1卫,高楼层 (共22层),67.56㎡,平层,54.89㎡,板楼,东,钢混结构,精装,三梯十六户,集中供暖,有,70年,房屋用途,商品房
368万,33553,优士阁,"朝阳,劲松",2室1厅1厨1卫,低楼层 (共30层),109.68㎡,平层,89.79㎡,塔楼,东,钢混结构,精装,三梯十二户,集中供暖,有,70年,房屋用途,商品房
468万,60607,中海城香克林,"朝阳,成寿寺",2室1厅1厨1卫,中楼层 (共11层),77.22㎡,平层,64.73㎡,板楼,西,钢混结构,精装,一梯四户,集中供暖,有,70年,房屋用途,商品房
660万,89383,胜古家园,"朝阳,惠新西街",2室1厅1厨1卫,中楼层 (共14层),73.84㎡,平层,50.32㎡,板楼,东南,钢混结构,简装,两梯十二户,集中供暖,有,70年,房屋用途,央产房
575万,46454,翠成馨园B区,"朝阳,垡头",3室1厅1厨2卫,高楼层 (共6层),123.78㎡,平层,111.94㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
768万,61318,朝阳雅筑,"朝阳,朝青",3室2厅1厨1卫,顶层 (共17层),125.25㎡,平层,100.64㎡,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,一类经济适用房
1480万,78968,蓝筹名座,"朝阳,朝阳门外",3室2厅1厨2卫,中楼层 (共6层),187.42㎡,平层,144.39㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,房屋用途,商品房
1060万,76435,风度柏林,"朝阳,大望路",3室2厅1厨2卫,中楼层 (共22层),138.68㎡,平层,112.1㎡,塔楼,南 西南,钢混结构,精装,三梯九户,集中供暖,有,70年,房屋用途,私产
690万,65540,利泽西园,"朝阳,望京",3室1厅1厨1卫,低楼层 (共24层),105.28㎡,平层,83.51㎡,塔楼,南 北,钢混结构,简装,两梯八户,集中供暖,有,70年,房屋用途,商品房
458万,66638,筑华年,"朝阳,北苑",1室1厅1厨1卫,低楼层 (共28层),68.73㎡,平层,53.6㎡,板楼,西,钢混结构,简装,两梯五户,集中供暖,有,70年,房屋用途,商品房
761万,99452,工体西里,"朝阳,工体",3室1厅1厨1卫,低楼层 (共18层),76.52㎡,平层,50.73㎡,塔楼,东 西北,钢混结构,精装,两梯八户,集中供暖,有,70年,房屋用途,已购公房
485万,64615,南湖中园一区,"朝阳,望京",2室1厅1厨1卫,中楼层 (共7层),75.06㎡,平层,66.06㎡,板楼,东 西,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
1720万,95265,阳光上东,"朝阳,酒仙桥",3室2厅1厨2卫,低楼层 (共9层),180.55㎡,平层,151.63㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
620万,55586,苹果社区北区,"朝阳,双井",2室1厅1厨1卫,高楼层 (共33层),111.54㎡,平层,90.51㎡,塔楼,东,钢混结构,精装,四梯十二户,集中供暖,有,70年,房屋用途,商品房
570万,58438,南湖中园一区,"朝阳,望京",3室1厅1厨1卫,中楼层 (共7层),97.54㎡,平层,85.84㎡,板楼,东 西,混合结构,简装,一梯两户,集中供暖,无,70年,房屋用途,商品房
980万,61520,东区国际,"朝阳,红庙",3室1厅1厨2卫,中楼层 (共22层),159.3㎡,平层,132.61㎡,板塔结合,南 北,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,商品房
1550万,97191,美伦堡,"朝阳,奥林匹克公园",3室2厅1厨2卫,中楼层 (共14层),159.48㎡,平层,126.21㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,70年,房屋用途,商品房
759万,54145,拂林园,"朝阳,奥林匹克公园",2室1厅1厨1卫,低楼层 (共30层),140.18㎡,平层,119.02㎡,塔楼,南 西 北,钢混结构,精装,两梯六户,自供暖,有,70年,房屋用途,商品房
800万,82398,亚奥金茂悦,"朝阳,北苑",2室1厅1厨1卫,低楼层 (共18层),97.09㎡,平层,79.99㎡,板楼,西南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
1210万,62356,福景苑,"朝阳,燕莎",2室2厅1厨4卫,中楼层 (共25层),194.05㎡,平层,138.7㎡,塔楼,东,钢混结构,精装,六梯十六户,集中供暖,有,70年,房屋用途,商品房
296万,56935,劲松四区,"朝阳,劲松",2室1厅1厨1卫,顶层 (共6层),51.99㎡,平层,36.9㎡,板楼,南,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,私产
268万,49121,吕营嘉园C区,"朝阳,十里河",1室1厅1厨1卫,顶层 (共6层),54.56㎡,平层,48.36㎡,板楼,西 北,混合结构,简装,一梯三户,自供暖,无,70年,房屋用途,二类经济适用房
350万,58765,通惠家园,"朝阳,四惠",1室1厅1厨1卫,低楼层 (共28层),59.56㎡,平层,47.78㎡,板塔结合,东,钢混结构,精装,三梯十户,集中供暖,有,70年,房屋用途,一类经济适用房
730万,68687,世安家园,"朝阳,望京",3室1厅1厨1卫,中楼层 (共24层),106.28㎡,平层,88.89㎡,塔楼,东南,钢混结构,毛坯,三梯十二户,集中供暖,有,70年,房屋用途,商品房
420万,67907,后现代城C区,"朝阳,大望路",1室1厅1厨1卫,低楼层 (共28层),61.85㎡,平层,48.24㎡,塔楼,北,钢混结构,精装,四梯十二户,集中供暖,有,70年,房屋用途,商品房
660万,89335,融域嘉园,"朝阳,奥林匹克公园",1室1厅1厨1卫,底层 (共15层),73.88㎡,平层,60.99㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
1790万,97879,阳光上东,"朝阳,酒仙桥",4室2厅1厨2卫,低楼层 (共7层),182.88㎡,平层,148.93㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,商品房
510万,57003,通惠家园,"朝阳,四惠",2室1厅1厨1卫,顶层 (共5层),89.47㎡,平层,78.88㎡,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,房屋用途,商品房
750万,67684,天翠园,"朝阳,奥林匹克公园",2室1厅1厨1卫,低楼层 (共15层),110.81㎡,平层,90.39㎡,板塔结合,西南,钢混结构,精装,两梯四户,自供暖,有,70年,房屋用途,商品房
640万,59375,国美第一城3号院,"朝阳,朝青",2室1厅1厨1卫,高楼层 (共26层),107.79㎡,平层,80.82㎡,板塔结合,东南,钢混结构,精装,两梯五户,集中供暖,有,70年,房屋用途,商品房
598万,67214,望馨花园,"朝阳,望京",2室1厅1厨1卫,底层 (共28层),88.97㎡,平层,74.85㎡,塔楼,东南,钢混结构,简装,三梯十户,自供暖,有,70年,房屋用途,一类经济适用房
799万,64833,天翠园,"朝阳,奥林匹克公园",2室2厅1厨2卫,底层 (共15层),123.24㎡,平层,100.53㎡,板塔结合,东南,钢混结构,精装,两梯四户,自供暖,有,70年,房屋用途,商品房
360万,42017,燕翔西里,"朝阳,首都机场",3室1厅1厨1卫,中楼层 (共5层),85.68㎡,平层,59.64㎡,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,70年,房屋用途,央产房
543万,64291,天居园,"朝阳,奥林匹克公园",2室1厅1厨1卫,中楼层 (共32层),84.46㎡,平层,66.78㎡,塔楼,东 北,钢混结构,精装,四梯十二户,自供暖,有,70年,房屋用途,商品房
785万,81263,亚奥金茂悦,"朝阳,北苑",2室1厅1厨1卫,低楼层 (共18层),96.6㎡,平层,79.63㎡,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
630万,65184,九龙花园,"朝阳,双井",2室2厅1厨1卫,中楼层 (共14层),96.65㎡,平层,68.86㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,70年,房屋用途,央产房
575万,78413,天润福熙大道,"朝阳,北苑",2室1厅1厨1卫,低楼层 (共27层),73.33㎡,平层,58.82㎡,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,70年,房屋用途,商品房
365万,55287,百环花园,"朝阳,潘家园",1室1厅1厨1卫,中楼层 (共28层),66.02㎡,平层,54.12㎡,塔楼,西,钢混结构,简装,三梯十户,自供暖,有,70年,房屋用途,商品房
620万,75079,伯宁花园,"朝阳,农展馆",1室1厅1厨1卫,高楼层 (共18层),82.58㎡,平层,暂无数据,塔楼,东 南,钢混结构,精装,两梯六户,集中供暖,有,70年,房屋用途,商品房
436万,50540,福盈家园,"朝阳,定福庄",3室1厅1厨1卫,高楼层 (共20层),86.27㎡,平层,67.33㎡,板楼,南 北,钢混结构,精装,两梯六户,自供暖,有,70年,房屋用途,商品房
719万,68360,城锦苑,"朝阳,北苑",3室1厅1厨1卫,中楼层 (共7层),105.18㎡,平层,89.35㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,70年,房屋用途,二类经济适用房
620万,53629,朝阳无限,"朝阳,甘露园",2室2厅1厨1卫,底层 (共23层),115.61㎡,平层,92.2㎡,板塔结合,南 北,钢混结构,精装,两梯七户,集中供暖,有,70年,房屋用途,商品房
1070万,80652,丽水嘉园,"朝阳,朝阳公园",3室2厅1厨2卫,中楼层 (共27层),132.67㎡,平层,111.34㎡,塔楼,西北,钢混结构,简装,三梯十户,自供暖,有,70年,房屋用途,商品房
518万,80711,首开常青藤三期,"朝阳,东坝",1室1厅1厨1卫,顶层 (共6层),64.18㎡,平层,56.66㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
445万,62273,胜古南里,"朝阳,惠新西街",2室1厅1厨1卫,顶层 (共4层),71.46㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,70年,房屋用途,已购公房
698万,74114,芍药居北里,"朝阳,芍药居",2室1厅1厨1卫,中楼层 (共26层),94.18㎡,平层,73.02㎡,板塔结合,南 西,钢混结构,简装,两梯四户,集中供暖,有,70年,房屋用途,一类经济适用房
510万,48577,翠成馨园C区,"朝阳,垡头",2室1厅1厨2卫,低楼层 (共15层),104.99㎡,平层,85.01㎡,板楼,南,钢混结构,精装,两梯三户,集中供暖,有,70年,房屋用途,商品房
1080万,68904,富丽华园,"朝阳,农展馆",2室2厅1厨2卫,高楼层 (共22层),156.74㎡,平层,127.77㎡,塔楼,西南,钢混结构,精装,两梯六户,集中供暖,有,70年,房屋用途,商品房
818万,65310,奥林匹克花园四期,"朝阳,东坝",3室2厅1厨2卫,低楼层 (共10层),125.25㎡,平层,111.54㎡,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,70年,房屋用途,商品房
570万,63130,望兴居,"朝阳,望京",2室1厅1厨1卫,中楼层 (共6层),90.29㎡,平层,80.74㎡,板楼,东 西,混合结构,精装,一梯两户,集中供暖,无,70年,房屋用途,商品房
536万,65872,方舟苑一期,"朝阳,望京",2室2厅1厨1卫,低楼层 (共22层),81.37㎡,平层,暂无数据,塔楼,西,钢混结构,简装,两梯十户,集中供暖,有,70年,房屋用途,已购公房
380万,63663,劲松一区,"朝阳,劲松",2室1厅1厨1卫,低楼层 (共12层),59.69㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,70年,房屋用途,已购公房
600万,70864,北纬40度一期,"朝阳,望京",2室1厅1厨1卫,中楼层 (共11层),84.67㎡,平层,63.71㎡,板塔结合,南,钢混结构,精装,一梯三户,集中供暖,有,70年,房屋用途,商品房
642万,62948,望京西园三区,"朝阳,望京",2室1厅1厨2卫,底层 (共28层),101.99㎡,平层,82.77㎡,塔楼,东南,钢混结构,精装,三梯八户,自供暖,有,70年,房屋用途,商品房
1650万,80784,北京香颂,"朝阳,望京",4室2厅1厨2卫,中楼层 (共8层),204.25㎡,平层,183.46㎡,板楼,南 北,钢混结构,简装,一梯两户,自供暖,有,70年,房屋用途,商品房
385万,50974,弘善家园,"朝阳,潘家园",2室1厅1厨1卫,中楼层 (共28层),75.53㎡,平层,64.43㎡,塔楼,东南,钢混结构,简装,三梯十六户,自供暖,有,70年,房屋用途,二类经济适用房
